person_id,name,email
C907786361,nan,nan
C199645149,nan,nan
C900761968,nan,nan
C1191709254,nan,nan
C238927185,nan,nan
C1008538185,nan,nan
C2005094805,nan,nan
C744176689,nan,nan
C1776240621,nan,nan
C1862956521,nan,nan
C983668680,nan,nan
C355359469,nan,nan
C1962443987,nan,nan
C1344888788,nan,nan
C1576293402,nan,nan
C605400404,nan,nan
C1569976779,nan,nan
C809569853,nan,nan
C1926864000,nan,nan
C1998638966,nan,nan
C477985855,nan,nan
C1343335821,nan,nan
C1788879931,nan,nan
C1130579119,nan,nan
C5606848,nan,nan
C774394592,nan,nan
C1336848009,nan,nan
C532799042,nan,nan
C834818210,nan,nan
C979329822,nan,nan
C392892883,nan,nan
C875043977,nan,nan
C1772688482,nan,nan
C811610778,nan,nan
C2134640284,nan,nan
C1874366342,nan,nan
C301850118,nan,nan
C488166540,nan,nan
C960741985,nan,nan
C1389615958,nan,nan
C238105474,nan,nan
C848585494,nan,nan
C78988686,nan,nan
C967757297,nan,nan
C1534087274,nan,nan
C1251633823,nan,nan
C1016236296,nan,nan
C1196625220,nan,nan
C921511852,nan,nan
C119944321,nan,nan
C2030942272,nan,nan
C257634313,nan,nan
C659215233,nan,nan
C1873509324,nan,nan
C1165892118,nan,nan
C1889277444,nan,nan
C1023120003,nan,nan
C785216002,nan,nan
C8185749,nan,nan
C1545430080,nan,nan
C271910156,nan,nan
C546097292,nan,nan
C335015973,nan,nan
C1889047145,nan,nan
C1724544617,nan,nan
C1008701290,nan,nan
C749545329,nan,nan
C1755588144,nan,nan
C1819944806,nan,nan
C2061399524,nan,nan
C749316023,nan,nan
C691119883,nan,nan
C628981516,nan,nan
C897825529,nan,nan
C180996682,nan,nan
C1197649516,nan,nan
C984224677,nan,nan
C943531171,nan,nan
C857569598,nan,nan
C1018430440,nan,nan
C420726944,nan,nan
C2018276299,nan,nan
C739719647,nan,nan
C600483014,nan,nan
C1107305221,nan,nan
C67422709,nan,nan
C947705238,nan,nan
C1437176048,nan,nan
C707486701,nan,nan
C806222053,nan,nan
C10673211,nan,nan
C941696487,nan,nan
C78835459,nan,nan
C1699664756,nan,nan
C1163541608,nan,nan
C1781486453,nan,nan
C1829174424,nan,nan
C2084824941,nan,nan
C1440313840,nan,nan
C999161659,nan,nan
C963816607,nan,nan
C1583370000,nan,nan
C52469225,nan,nan
C2016619554,nan,nan
C1650052358,nan,nan
C930845006,nan,nan
C1292418085,nan,nan
C1905014521,nan,nan
C462293339,nan,nan
C1262374890,nan,nan
C21813020,nan,nan
C946036895,nan,nan
C578450795,nan,nan
C230727486,nan,nan
C1380498954,nan,nan
C762398989,nan,nan
C1157263705,nan,nan
C1091609916,nan,nan
C1785435999,nan,nan
C319301725,nan,nan
C1891307170,nan,nan
C322322142,nan,nan
C1039227759,nan,nan
C1540335569,nan,nan
C1352578016,nan,nan
C1198691609,nan,nan
C1681326838,nan,nan
C707774587,nan,nan
C1863927813,nan,nan
C1642367895,nan,nan
C2089587250,nan,nan
C388333540,nan,nan
C1925916405,nan,nan
C709474893,nan,nan
C1336653819,nan,nan
C813569024,nan,nan
C2012334164,nan,nan
C539571541,nan,nan
C1751345271,nan,nan
C1952072203,nan,nan
C454443296,nan,nan
C873531016,nan,nan
C1282774064,nan,nan
C506517118,nan,nan
C1744955095,nan,nan
C876212061,nan,nan
C936485384,nan,nan
C191531469,nan,nan
C1172132766,nan,nan
C881823536,nan,nan
C54841434,nan,nan
C739333591,nan,nan
C2018814874,nan,nan
C940682722,nan,nan
C1829821524,nan,nan
C1319124354,nan,nan
C2087007357,nan,nan
C1761224755,nan,nan
C589217090,nan,nan
C2070432703,nan,nan
C2099429005,nan,nan
C2142024043,nan,nan
C1848865728,nan,nan
C271667278,nan,nan
C154290778,nan,nan
C1520679287,nan,nan
C1778245534,nan,nan
C1331473622,nan,nan
C1062962548,nan,nan
C1364164735,nan,nan
C325478387,nan,nan
C1278893650,nan,nan
C2097361681,nan,nan
C1788013024,nan,nan
C2072470833,nan,nan
C507367025,nan,nan
C546994809,nan,nan
C1590943523,nan,nan
C1774425328,nan,nan
C212964503,nan,nan
C1786286960,nan,nan
C2147403281,nan,nan
C741477304,nan,nan
C653403939,nan,nan
C832062162,nan,nan
C1490362175,nan,nan
C1729227121,nan,nan
C913462714,nan,nan
C922242729,nan,nan
C1858868854,nan,nan
C1140808685,nan,nan
C648379376,nan,nan
C30382962,nan,nan
C51189464,nan,nan
C1217589880,nan,nan
C593809987,nan,nan
C495866583,nan,nan
C1632902452,nan,nan
C467939112,nan,nan
C543573654,nan,nan
C1535134777,nan,nan
C1208534954,nan,nan
C615554448,nan,nan
C1138218301,nan,nan
C685833735,nan,nan
C241454640,nan,nan
C1451498038,nan,nan
C971839648,nan,nan
C1574127115,nan,nan
C1685986081,nan,nan
C2022833689,nan,nan
C724393943,nan,nan
C2016660430,nan,nan
C1509477214,nan,nan
C1225984113,nan,nan
C1427708980,nan,nan
C976977800,nan,nan
C497409478,nan,nan
C1382537790,nan,nan
C1797912922,nan,nan
C1822803790,nan,nan
C1748385216,nan,nan
C1217985557,nan,nan
C411990098,nan,nan
C1295425281,nan,nan
C554587526,nan,nan
C2093309779,nan,nan
C1683430178,nan,nan
C1113062664,nan,nan
C599572567,nan,nan
C1820767665,nan,nan
C1034293225,nan,nan
C372609707,nan,nan
C1326812004,nan,nan
C1993081612,nan,nan
C846576633,nan,nan
C247569364,nan,nan
C1082266947,nan,nan
C990580624,nan,nan
C1317442892,nan,nan
C1702754316,nan,nan
C614445100,nan,nan
C67256135,nan,nan
C252262946,nan,nan
C1857031280,nan,nan
C1540608634,nan,nan
C1817465733,nan,nan
C1603891395,nan,nan
C617997230,nan,nan
C698433321,nan,nan
C1659323300,nan,nan
C1261985587,nan,nan
C1503261440,nan,nan
C1826576273,nan,nan
C2062338020,nan,nan
C15301798,nan,nan
C106401558,nan,nan
C372090954,nan,nan
C1187666517,nan,nan
C1504076900,nan,nan
C1669727844,nan,nan
C1608530608,nan,nan
C1388030102,nan,nan
C1965389823,nan,nan
C448610909,nan,nan
C145027962,nan,nan
C1730141717,nan,nan
C610489788,nan,nan
C1270535193,nan,nan
C1539405682,nan,nan
C935820521,nan,nan
C1365239663,nan,nan
C4022948,nan,nan
C314330083,nan,nan
C331971018,nan,nan
C2081174297,nan,nan
C35795890,nan,nan
C1878714023,nan,nan
C1826006873,nan,nan
C1794000898,nan,nan
C173008187,nan,nan
C603938792,nan,nan
C485359293,nan,nan
C1225648692,nan,nan
C1263570925,nan,nan
C207583010,nan,nan
C1747554900,nan,nan
C703691610,nan,nan
C1621758462,nan,nan
C1895206561,nan,nan
C388302581,nan,nan
C1074086488,nan,nan
C708556755,nan,nan
C255256602,nan,nan
C2000765022,nan,nan
C1008880208,nan,nan
C982130801,nan,nan
C311157184,nan,nan
C121470074,nan,nan
C1439014780,nan,nan
C1914332697,nan,nan
C22377116,nan,nan
C1544915440,nan,nan
C1402707970,nan,nan
C1666938010,nan,nan
C949830294,nan,nan
C2029551657,nan,nan
C1808309972,nan,nan
C211940335,nan,nan
C219164201,nan,nan
C1627779615,nan,nan
C32647625,nan,nan
C2007917037,nan,nan
C1968287093,nan,nan
C1731553617,nan,nan
C1962146511,nan,nan
C1052191777,nan,nan
C707831673,nan,nan
C1370556741,nan,nan
C1182127897,nan,nan
C837229603,nan,nan
C263819950,nan,nan
C812790387,nan,nan
C1273870840,nan,nan
C163691590,nan,nan
C1684134641,nan,nan
C1289663399,nan,nan
C2126333006,nan,nan
C27171816,nan,nan
C1000204307,nan,nan
C682356571,nan,nan
C1850497238,nan,nan
C1716957385,nan,nan
C155264500,nan,nan
C523885133,nan,nan
C482086765,nan,nan
C22352968,nan,nan
C72169448,nan,nan
C2027311143,nan,nan
C1590585520,nan,nan
C548047232,nan,nan
C703190081,nan,nan
C1484119712,nan,nan
C1671495472,nan,nan
C1827955546,nan,nan
C2127866563,nan,nan
C949496949,nan,nan
C1859329066,nan,nan
C1847973173,nan,nan
C1139659552,nan,nan
C1275570231,nan,nan
C2057120082,nan,nan
C359904453,nan,nan
C1572051839,nan,nan
C2113991850,nan,nan
C807333858,nan,nan
C280630425,nan,nan
C226992227,nan,nan
C2134459818,nan,nan
C921243400,nan,nan
C1368421635,nan,nan
C1529104616,nan,nan
C2042016311,nan,nan
C2113278028,nan,nan
C721560017,nan,nan
C575094140,nan,nan
C1694349109,nan,nan
C1749131356,nan,nan
C694595829,nan,nan
C406937501,nan,nan
C666538266,nan,nan
C1532731331,nan,nan
C1200194081,nan,nan
C353897299,nan,nan
C1674187352,nan,nan
C1734947186,nan,nan
C520920355,nan,nan
C259220697,nan,nan
C197347509,nan,nan
C363208068,nan,nan
C313476715,nan,nan
C372338685,nan,nan
C697229548,nan,nan
C1214420399,nan,nan
C343271778,nan,nan
C1126621248,nan,nan
C1018061779,nan,nan
C1429741739,nan,nan
C219645710,nan,nan
C1374320390,nan,nan
C1371590682,nan,nan
C1652159934,nan,nan
C1053348412,nan,nan
C250799033,nan,nan
C945945973,nan,nan
C1976376306,nan,nan
C173093017,nan,nan
C1708441710,nan,nan
C1090261477,nan,nan
C1027293089,nan,nan
C306720628,nan,nan
C1077318109,nan,nan
C1921634199,nan,nan
C1972267112,nan,nan
C2059445422,nan,nan
C1372084396,nan,nan
C1604775036,nan,nan
C1907547040,nan,nan
C522488526,nan,nan
C1314488727,nan,nan
C1012414236,nan,nan
C1305025227,nan,nan
C1992327841,nan,nan
C143763088,nan,nan
C824511795,nan,nan
C573703815,nan,nan
C24770737,nan,nan
C551254610,nan,nan
C1944374204,nan,nan
C868852943,nan,nan
C628615404,nan,nan
C935764827,nan,nan
C1561540860,nan,nan
C682242373,nan,nan
C894200580,nan,nan
C425687741,nan,nan
C356307022,nan,nan
C1274101236,nan,nan
C1169309439,nan,nan
C336070974,nan,nan
C1505820087,nan,nan
C293657297,nan,nan
C369322363,nan,nan
C243991508,nan,nan
C839754118,nan,nan
C853118426,nan,nan
C1578395774,nan,nan
C509998694,nan,nan
C1306901702,nan,nan
C1284726212,nan,nan
C1550883126,nan,nan
C558192808,nan,nan
C1680518974,nan,nan
C1830235329,nan,nan
C19630629,nan,nan
C1649331221,nan,nan
C618727168,nan,nan
C1724151856,nan,nan
C948249808,nan,nan
C1328553039,nan,nan
C558489202,nan,nan
C2022497229,nan,nan
C1420855118,nan,nan
C9950205,nan,nan
C1748202360,nan,nan
C2064302328,nan,nan
C1930936523,nan,nan
C1006136997,nan,nan
C1393659182,nan,nan
C1624215972,nan,nan
C1706270393,nan,nan
C1265430230,nan,nan
C1543742992,nan,nan
C784530460,nan,nan
C1242684877,nan,nan
C182401268,nan,nan
C758577911,nan,nan
C27522057,nan,nan
C1287668205,nan,nan
C2082463657,nan,nan
C816943825,nan,nan
C25274256,nan,nan
C1887655147,nan,nan
C1749376959,nan,nan
C1042245247,nan,nan
C264424886,nan,nan
C315000274,nan,nan
C1427142931,nan,nan
C139885703,nan,nan
C939148165,nan,nan
C178427407,nan,nan
C1979841188,nan,nan
C1430488796,nan,nan
C1992471049,nan,nan
C1873806770,nan,nan
C702799350,nan,nan
C1098835971,nan,nan
C1005044207,nan,nan
C622074513,nan,nan
C804002947,nan,nan
C544333934,nan,nan
C1407948472,nan,nan
C2043220614,nan,nan
C832735491,nan,nan
C252640684,nan,nan
C144328318,nan,nan
C1893173087,nan,nan
C2138739274,nan,nan
C1827284249,nan,nan
C208120811,nan,nan
C689020018,nan,nan
C1604114633,nan,nan
C154216879,nan,nan
C477681833,nan,nan
C1828142057,nan,nan
C2143855357,nan,nan
C1364734757,nan,nan
C231197034,nan,nan
C1192185201,nan,nan
C1509617153,nan,nan
C1243370974,nan,nan
C1260614086,nan,nan
C1262352542,nan,nan
C1786328493,nan,nan
C1891842643,nan,nan
C1823515216,nan,nan
C1627787340,nan,nan
C1355692096,nan,nan
C1776785450,nan,nan
C1593111795,nan,nan
C217873647,nan,nan
C91535316,nan,nan
C1620288666,nan,nan
C1292401401,nan,nan
C280676518,nan,nan
C1393564898,nan,nan
C926729316,nan,nan
C1742437548,nan,nan
C1607289572,nan,nan
C871865074,nan,nan
C258734971,nan,nan
C343574998,nan,nan
C1132869051,nan,nan
C1289387018,nan,nan
C1486184285,nan,nan
C438843715,nan,nan
C1456225126,nan,nan
C1393568916,nan,nan
C1092878962,nan,nan
C1362481278,nan,nan
C1034101253,nan,nan
C218413961,nan,nan
C29577080,nan,nan
C879586325,nan,nan
C2146742787,nan,nan
C218675806,nan,nan
C867936554,nan,nan
C1652999528,nan,nan
C1010296871,nan,nan
C328990253,nan,nan
C837394808,nan,nan
C1222688867,nan,nan
C1125461970,nan,nan
C28015627,nan,nan
C1312950665,nan,nan
C1761627919,nan,nan
C1747558725,nan,nan
C2109436239,nan,nan
C1494975349,nan,nan
C1198714764,nan,nan
C1711817860,nan,nan
C1284327460,nan,nan
C1072257650,nan,nan
C291818375,nan,nan
C1637906242,nan,nan
C647079234,nan,nan
C634247474,nan,nan
C461660273,nan,nan
C1343136161,nan,nan
C242741020,nan,nan
C1660547414,nan,nan
C7746462,nan,nan
C294448450,nan,nan
C254338488,nan,nan
C189781705,nan,nan
C1644332343,nan,nan
C515988089,nan,nan
C1472005322,nan,nan
C1897702466,nan,nan
C474749247,nan,nan
C1750799215,nan,nan
C1116191936,nan,nan
C868090086,nan,nan
C441139444,nan,nan
C1229307153,nan,nan
C169631988,nan,nan
C1004299119,nan,nan
C1257339165,nan,nan
C576982420,nan,nan
C828379236,nan,nan
C1409641580,nan,nan
C508262738,nan,nan
C913546497,nan,nan
C405864112,nan,nan
C398452444,nan,nan
C1220866552,nan,nan
C1922399791,nan,nan
C954652426,nan,nan
C201875874,nan,nan
C125568650,nan,nan
C1354066225,nan,nan
C1015102101,nan,nan
C430137603,nan,nan
C1031947754,nan,nan
C2090057238,nan,nan
C1294755037,nan,nan
C1597532939,nan,nan
C1564984241,nan,nan
C2035363989,nan,nan
C1935055561,nan,nan
C553373966,nan,nan
C2121947767,nan,nan
C162748438,nan,nan
C779167040,nan,nan
C2053613214,nan,nan
C1607327694,nan,nan
C1908038118,nan,nan
C1298134960,nan,nan
C1635448033,nan,nan
C793694863,nan,nan
C1562960493,nan,nan
C283249140,nan,nan
C1979758912,nan,nan
C525375390,nan,nan
C1851424018,nan,nan
C1272229284,nan,nan
C409184546,nan,nan
C1562401584,nan,nan
C223136055,nan,nan
C475330567,nan,nan
C626985994,nan,nan
C832308238,nan,nan
C1470969697,nan,nan
C1206597431,nan,nan
C2048103982,nan,nan
C1437657899,nan,nan
C1551335724,nan,nan
C1490908461,nan,nan
C210979095,nan,nan
C2035081216,nan,nan
C770248645,nan,nan
C731023084,nan,nan
C672523752,nan,nan
C1373668766,nan,nan
C193430051,nan,nan
C1138896127,nan,nan
C221414664,nan,nan
C1451298263,nan,nan
C1270035733,nan,nan
C1136181161,nan,nan
C1108651270,nan,nan
C138853717,nan,nan
C1051744598,nan,nan
C448681314,nan,nan
C719864613,nan,nan
C1964710306,nan,nan
C1488552568,nan,nan
C919109480,nan,nan
C273532933,nan,nan
C148818398,nan,nan
C672679782,nan,nan
C365707287,nan,nan
C708519424,nan,nan
C1351823885,nan,nan
C1041923024,nan,nan
C573748108,nan,nan
C492718543,nan,nan
C522043156,nan,nan
C496671969,nan,nan
C749277597,nan,nan
C1741402526,nan,nan
C1769384914,nan,nan
C372953274,nan,nan
C1360091525,nan,nan
C1499302699,nan,nan
C356498346,nan,nan
C922707735,nan,nan
C165126428,nan,nan
C1979676083,nan,nan
C1163165111,nan,nan
C1194761366,nan,nan
C288538445,nan,nan
C1055141215,nan,nan
C887740872,nan,nan
C1131509656,nan,nan
C2023966149,nan,nan
C116474889,nan,nan
C1969769264,nan,nan
C1083661803,nan,nan
C327389699,nan,nan
C1769588835,nan,nan
C220087350,nan,nan
C20162039,nan,nan
C1053881505,nan,nan
C582578654,nan,nan
C1677607461,nan,nan
C1490574658,nan,nan
C1664151480,nan,nan
C1528772306,nan,nan
C2126924505,nan,nan
C421618279,nan,nan
C567635921,nan,nan
C161648317,nan,nan
C1300831332,nan,nan
C44052642,nan,nan
C2139357215,nan,nan
C717329404,nan,nan
C489120542,nan,nan
C548118467,nan,nan
C1547747423,nan,nan
C1595657483,nan,nan
C679066077,nan,nan
C553841784,nan,nan
C279819415,nan,nan
C908305705,nan,nan
C888666029,nan,nan
C257657949,nan,nan
C1034067842,nan,nan
C938659909,nan,nan
C413885130,nan,nan
C1314495776,nan,nan
C452801673,nan,nan
C463900153,nan,nan
C1144310853,nan,nan
C1608319229,nan,nan
C1647100786,nan,nan
C447611846,nan,nan
C1469268670,nan,nan
C144978967,nan,nan
C1606328283,nan,nan
C124802841,nan,nan
C2141398877,nan,nan
C1255422036,nan,nan
C575799891,nan,nan
C1953038377,nan,nan
C656664354,nan,nan
C53617197,nan,nan
C1668817941,nan,nan
C31877406,nan,nan
C1744161152,nan,nan
C759504137,nan,nan
C1498228185,nan,nan
C942942354,nan,nan
C1730973973,nan,nan
C852145234,nan,nan
C1223080423,nan,nan
C193373350,nan,nan
C510772136,nan,nan
C746287891,nan,nan
C808957417,nan,nan
C2042522670,nan,nan
C18672381,nan,nan
C458534679,nan,nan
C689513134,nan,nan
C493369549,nan,nan
C2044022780,nan,nan
C2109240094,nan,nan
C164152345,nan,nan
C1203284560,nan,nan
C1845287710,nan,nan
C1717626080,nan,nan
C864239264,nan,nan
C1164009281,nan,nan
C1974597005,nan,nan
C99043270,nan,nan
C701202819,nan,nan
C805989853,nan,nan
C449120991,nan,nan
C1621483211,nan,nan
C894841520,nan,nan
C271721045,nan,nan
C1039334405,nan,nan
C565140281,nan,nan
C2141308855,nan,nan
C51478605,nan,nan
C229947426,nan,nan
C364720134,nan,nan
C2114829047,nan,nan
C1558794667,nan,nan
C521121935,nan,nan
C683179030,nan,nan
C774368806,nan,nan
C57710099,nan,nan
C413343246,nan,nan
C2074207892,nan,nan
C475227358,nan,nan
C472222554,nan,nan
C192675937,nan,nan
C89380766,nan,nan
C886367416,nan,nan
C1463288123,nan,nan
C567778878,nan,nan
C495804475,nan,nan
C1217679514,nan,nan
C57175565,nan,nan
C1228922306,nan,nan
C1018880234,nan,nan
C797215581,nan,nan
C1494099126,nan,nan
C1155382936,nan,nan
C191270118,nan,nan
C855738406,nan,nan
C1737643502,nan,nan
C648586409,nan,nan
C1473012612,nan,nan
C61650734,nan,nan
C1974582238,nan,nan
C716749206,nan,nan
C1583393825,nan,nan
C2113386411,nan,nan
C1792505721,nan,nan
C2050430704,nan,nan
C256682611,nan,nan
C1938748580,nan,nan
C1050889730,nan,nan
C768563333,nan,nan
C1302724526,nan,nan
C462158839,nan,nan
C1244770254,nan,nan
C1113508383,nan,nan
C1506600392,nan,nan
C1534579067,nan,nan
C880323721,nan,nan
C296496549,nan,nan
C2143897143,nan,nan
C1409257907,nan,nan
C1366933427,nan,nan
C1276145128,nan,nan
C414098779,nan,nan
C1557141279,nan,nan
C83764340,nan,nan
C1132304852,nan,nan
C1514896459,nan,nan
C1798735750,nan,nan
C254219958,nan,nan
C1140067871,nan,nan
C1838867194,nan,nan
C1233793996,nan,nan
C2125602837,nan,nan
C1445962034,nan,nan
C528174706,nan,nan
C2118965111,nan,nan
C761832504,nan,nan
C385507141,nan,nan
C1859490145,nan,nan
C2066508840,nan,nan
C85882895,nan,nan
C444827360,nan,nan
C1244029085,nan,nan
C1205009144,nan,nan
C1030108180,nan,nan
C1337075323,nan,nan
C867355675,nan,nan
C133088579,nan,nan
C181506193,nan,nan
C1131725430,nan,nan
C689142336,nan,nan
C1653134676,nan,nan
C321109223,nan,nan
C754140215,nan,nan
C510438825,nan,nan
C73662259,nan,nan
C1937083163,nan,nan
C1785162328,nan,nan
C738663641,nan,nan
C1437735096,nan,nan
C473826334,nan,nan
C588990905,nan,nan
C1784233912,nan,nan
C1395919405,nan,nan
C1661017224,nan,nan
C705806190,nan,nan
C372150240,nan,nan
C140489053,nan,nan
C767426975,nan,nan
C252125703,nan,nan
C1114921059,nan,nan
C1879192923,nan,nan
C713971080,nan,nan
C1666037786,nan,nan
C813440953,nan,nan
C974580784,nan,nan
C1277658431,nan,nan
C247206124,nan,nan
C1599893611,nan,nan
C1207806370,nan,nan
C1249942973,nan,nan
C811222667,nan,nan
C931596715,nan,nan
C2076599850,nan,nan
C1123486746,nan,nan
C1088239365,nan,nan
C913665184,nan,nan
C1095279120,nan,nan
C996793667,nan,nan
C1100716565,nan,nan
C1389461191,nan,nan
C919802176,nan,nan
C1311075237,nan,nan
C2028379709,nan,nan
C1709322567,nan,nan
C682262098,nan,nan
C1946294623,nan,nan
C2067768134,nan,nan
C627528893,nan,nan
C1408327560,nan,nan
C733013311,nan,nan
C1515991432,nan,nan
C814110229,nan,nan
C1885118150,nan,nan
C1497432245,nan,nan
C1907267667,nan,nan
C305201793,nan,nan
C1272732105,nan,nan
C162836960,nan,nan
C451403256,nan,nan
C1539944294,nan,nan
C523143966,nan,nan
C721307716,nan,nan
C1654863619,nan,nan
C755707987,nan,nan
C1776579370,nan,nan
C1503184400,nan,nan
C645523385,nan,nan
C1000637095,nan,nan
C1728730335,nan,nan
C445923240,nan,nan
C874547933,nan,nan
C367391374,nan,nan
C866995168,nan,nan
C1545026376,nan,nan
C327086603,nan,nan
C1970517482,nan,nan
C1923024596,nan,nan
C1886552501,nan,nan
C2024862573,nan,nan
C74778494,nan,nan
C1899513414,nan,nan
C1518686178,nan,nan
C704079838,nan,nan
C1317988819,nan,nan
C500890241,nan,nan
C1955669379,nan,nan
C213981333,nan,nan
C1551033542,nan,nan
C782965547,nan,nan
C980387445,nan,nan
C81197367,nan,nan
C1231281421,nan,nan
C292776046,nan,nan
C2014025348,nan,nan
C1771116263,nan,nan
C164326578,nan,nan
C126481729,nan,nan
C1957047088,nan,nan
C291222870,nan,nan
C30754917,nan,nan
C10873201,nan,nan
C2107608452,nan,nan
C1584356654,nan,nan
C1747068083,nan,nan
C1218520077,nan,nan
C788227525,nan,nan
C84212954,nan,nan
C2002505793,nan,nan
C685418910,nan,nan
C1689356886,nan,nan
C1131652445,nan,nan
C300612856,nan,nan
C1547990281,nan,nan
C201912508,nan,nan
C255864269,nan,nan
C1433084892,nan,nan
C365835055,nan,nan
C487346507,nan,nan
C66902779,nan,nan
C1553628151,nan,nan
C173030285,nan,nan
C4795744,nan,nan
C1090263061,nan,nan
C1309852239,nan,nan
C1741242681,nan,nan
C487467215,nan,nan
C1478670960,nan,nan
C662988040,nan,nan
C1565593629,nan,nan
C839007162,nan,nan
C240015922,nan,nan
C1594904171,nan,nan
C2094226255,nan,nan
C1956736953,nan,nan
C2127490440,nan,nan
C243965776,nan,nan
C1305743829,nan,nan
C2140536255,nan,nan
C1917151393,nan,nan
C1354448933,nan,nan
C879662882,nan,nan
C1340083269,nan,nan
C952037610,nan,nan
C1214495234,nan,nan
C881162756,nan,nan
C362205632,nan,nan
C1621862137,nan,nan
C948546922,nan,nan
C1395950856,nan,nan
C108689034,nan,nan
C1030972091,nan,nan
C1671662246,nan,nan
C333382804,nan,nan
C2060062878,nan,nan
C981531537,nan,nan
C1752438766,nan,nan
C247563254,nan,nan
C1382413386,nan,nan
C2010655505,nan,nan
C1085647889,nan,nan
C1837160923,nan,nan
C2025103544,nan,nan
C1262693098,nan,nan
C955923357,nan,nan
C64467646,nan,nan
C25337419,nan,nan
C805578345,nan,nan
C478653895,nan,nan
C581771665,nan,nan
C1224146180,nan,nan
C251377673,nan,nan
C1836951118,nan,nan
C1945091342,nan,nan
C1548685422,nan,nan
C7059521,nan,nan
C1866899465,nan,nan
C319269653,nan,nan
C1053840982,nan,nan
C1464792378,nan,nan
C1507436572,nan,nan
C4247081,nan,nan
C1162481217,nan,nan
C517746116,nan,nan
C1616945883,nan,nan
C331766329,nan,nan
C1521604485,nan,nan
C1653597977,nan,nan
C447349829,nan,nan
C1292790296,nan,nan
C1948882837,nan,nan
C1799052535,nan,nan
C500753867,nan,nan
C1600859304,nan,nan
C332574856,nan,nan
C1794140947,nan,nan
C1869722762,nan,nan
C696543164,nan,nan
C2019995119,nan,nan
C1610236279,nan,nan
C1343291408,nan,nan
C1946304850,nan,nan
C1335286388,nan,nan
C620273981,nan,nan
C300566999,nan,nan
C1698815329,nan,nan
C109292917,nan,nan
C1661669058,nan,nan
C1372995526,nan,nan
C766214394,nan,nan
C86413932,nan,nan
C1495434491,nan,nan
C1668741860,nan,nan
C85213662,nan,nan
C1073885876,nan,nan
C54849711,nan,nan
C620906640,nan,nan
C1466732455,nan,nan
C2134839142,nan,nan
C1589053023,nan,nan
C159102377,nan,nan
C1381942422,nan,nan
C1854187422,nan,nan
C242700183,nan,nan
C398905635,nan,nan
C1472172917,nan,nan
C481283487,nan,nan
C68810983,nan,nan
C842574891,nan,nan
C827261428,nan,nan
C1314344167,nan,nan
C2022235108,nan,nan
C53307871,nan,nan
C1389146825,nan,nan
C617281588,nan,nan
C926586165,nan,nan
C58177102,nan,nan
C602971601,nan,nan
C2052525296,nan,nan
C203647145,nan,nan
C1981979063,nan,nan
C1787918770,nan,nan
C1759174427,nan,nan
C794824913,nan,nan
C1972772306,nan,nan
C285084846,nan,nan
C357811322,nan,nan
C1222289314,nan,nan
C586156962,nan,nan
C1141507552,nan,nan
C704207988,nan,nan
C641481447,nan,nan
C980304642,nan,nan
C1653125792,nan,nan
C984758901,nan,nan
C1478706575,nan,nan
C709843664,nan,nan
C210929285,nan,nan
C428669719,nan,nan
C255929630,nan,nan
C378734545,nan,nan
C2076853361,nan,nan
C1636821735,nan,nan
C637104895,nan,nan
C22181802,nan,nan
C1889890817,nan,nan
C1751165416,nan,nan
C941991193,nan,nan
C630178584,nan,nan
C1802104959,nan,nan
C76826540,nan,nan
C1769992510,nan,nan
C1197573101,nan,nan
C914573379,nan,nan
C1092665257,nan,nan
C108331483,nan,nan
C430337792,nan,nan
C183841006,nan,nan
C1496706404,nan,nan
C690479586,nan,nan
C1704083201,nan,nan
C133556770,nan,nan
C699690994,nan,nan
C495147759,nan,nan
C816668649,nan,nan
C613251824,nan,nan
C1640080426,nan,nan
C390109432,nan,nan
C544123680,nan,nan
C1463005995,nan,nan
C1678468828,nan,nan
C1772540276,nan,nan
C11582580,nan,nan
C854058060,nan,nan
C606463911,nan,nan
C261193375,nan,nan
C1019732406,nan,nan
C784010348,nan,nan
C1922461353,nan,nan
C640686883,nan,nan
C1440834056,nan,nan
C1363834734,nan,nan
C565946594,nan,nan
C1041683842,nan,nan
C123643193,nan,nan
C2137629092,nan,nan
C112159423,nan,nan
C1379322949,nan,nan
C1811962848,nan,nan
C1715486962,nan,nan
C724909388,nan,nan
C730289175,nan,nan
C13472983,nan,nan
C434817055,nan,nan
C504114602,nan,nan
C185052428,nan,nan
C806725922,nan,nan
C231381228,nan,nan
C1531575169,nan,nan
C582176772,nan,nan
C844587954,nan,nan
C1074720953,nan,nan
C1927916681,nan,nan
C1171956489,nan,nan
C59355504,nan,nan
C933053552,nan,nan
C965240389,nan,nan
C1120818751,nan,nan
C2016356780,nan,nan
C1327920688,nan,nan
C366651575,nan,nan
C1240867025,nan,nan
C1127515020,nan,nan
C1583096453,nan,nan
C1258925871,nan,nan
C1160924273,nan,nan
C1582148560,nan,nan
C1615924643,nan,nan
C1541109526,nan,nan
C347220011,nan,nan
C434755566,nan,nan
C1984082769,nan,nan
C311260446,nan,nan
C1635625115,nan,nan
C1677267495,nan,nan
C1603567244,nan,nan
C1571800689,nan,nan
C1415933245,nan,nan
C1411798527,nan,nan
C648818557,nan,nan
C390035134,nan,nan
C617745981,nan,nan
C1828646014,nan,nan
C2019408668,nan,nan
C677480766,nan,nan
C442317774,nan,nan
C2023134393,nan,nan
